District #,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23
57816,504727.0,1716028.0,3855200.0,0.0,0.0
57829,486940.0,2191417.0,4923202.0,0.0,0.0
101871,43143.0,200027.0,449378.0,0.0,0.0
109901,24677.0,89211.0,200420.0,0.0,0.0
95901,148782.0,547022.0,1228930.0,0.0,0.0
221901,3970117.0,18732848.0,42084907.0,0.0,0.0
57814,319147.0,1353483.0,3040713.0,0.0,0.0
14901,87745.0,365709.0,821596.0,270526.0,270527.0
101810,308141.0,1420655.0,3191620.0,0.0,0.0
57810,180574.0,650831.0,1462146.0,0.0,0.0
101849,187211.0,711387.0,1598189.0,0.0,0.0
180903,11258.0,61882.0,139023.0,0.0,0.0
57806,396824.0,1437759.0,3230046.0,0.0,0.0
178901,87504.0,381293.0,856607.0,0.0,0.0
15901,307326.0,1344228.0,3019920.0,42434.0,42434.0
250906,226171.0,935803.0,2102359.0,0.0,0.0
209901,76315.0,336870.0,756806.0,0.0,0.0
101902,24380064.0,105000820.0,235893107.0,0.0,0.0
184907,235781.0,977867.0,2196860.0,899930.0,899929.0
125901,1685876.0,7662735.0,17214975.0,0.0,0.0
101903,17137807.0,75025108.0,168550167.0,0.0,0.0
101815,54498.0,257977.0,579566.0,0.0,0.0
43901,404265.0,3837264.0,8620733.0,1150976.0,1150975.0
22901,162989.0,741509.0,1665862.0,0.0,0.0
37901,191131.0,848282.0,1905737.0,0.0,0.0
126901,476009.0,2159203.0,4850831.0,0.0,0.0
20901,2234679.0,9468386.0,21271519.0,83101.0,83101.0
249901,57455.0,232937.0,523311.0,0.0,0.0
188901,7337273.0,32375036.0,72733222.0,0.0,0.0
84804,79315.0,285526.0,641459.0,0.0,0.0
140901,63914.0,230083.0,516901.0,0.0,0.0
101819,234332.0,1035522.0,2326388.0,0.0,0.0
36901,198612.0,827108.0,1858167.0,0.0,0.0
93901,63846.0,275950.0,619945.0,0.0,0.0
2901,457016.0,1926397.0,4327812.0,0.0,0.0
20902,887219.0,4138615.0,9297743.0,0.0,0.0
43902,191585.0,751242.0,1687729.0,1071606.0,1071605.0
127901,141993.0,645351.0,1449835.0,0.0,0.0
71906,194653.0,823119.0,1849204.0,0.0,0.0
110901,71831.0,460283.0,1034064.0,0.0,0.0
228905,77228.0,360132.0,809067.0,0.0,0.0
109912,30846.0,134015.0,301077.0,0.0,0.0
4901,816698.0,3733925.0,8388575.0,0.0,0.0
205901,535522.0,2156494.0,4844743.0,0.0,0.0
5901,74077.0,349851.0,785969.0,0.0,0.0
61910,38769.0,168896.0,379439.0,1131300.0,1131300.0
101803,51545.0,245971.0,552595.0,154106.0,154107.0
220802,91309.0,382586.0,859512.0,0.0,0.0
220901,15005203.0,59962913.0,134711689.0,0.0,0.0
212901,163129.0,649698.0,1459602.0,0.0,0.0
21805,227989.0,1038212.0,2332430.0,0.0,0.0
217901,36053.0,142756.0,320714.0,0.0,0.0
107901,784112.0,3724462.0,8367316.0,0.0,0.0
34901,504622.0,2684800.0,6031628.0,0.0,0.0
61907,101963.0,464607.0,1043778.0,533390.0,533390.0
227825,554221.0,2457240.0,5520394.0,0.0,0.0
227821,34710.0,118010.0,265120.0,77373.0,77373.0
227901,17285229.0,69277786.0,155638330.0,0.0,0.0
196901,77996.0,296493.0,666096.0,0.0,0.0
70901,21861.0,105290.0,236542.0,54462.0,54463.0
194902,69908.0,304014.0,682993.0,0.0,0.0
34902,49039.0,229572.0,515752.0,0.0,0.0
161918,289528.0,1218689.0,2737887.0,0.0,0.0
220915,919783.0,3685435.0,8279638.0,0.0,0.0
30903,78227.0,314199.0,705873.0,0.0,0.0
200901,206441.0,790233.0,1775324.0,0.0,0.0
195902,54028.0,194494.0,436947.0,0.0,0.0
10902,399794.0,1869781.0,4200619.0,0.0,0.0
25901,156536.0,652739.0,1466433.0,0.0,0.0
178913,177926.0,701603.0,1576210.0,0.0,0.0
36902,233779.0,890905.0,2001492.0,879200.0,879200.0
14902,71616.0,322796.0,725188.0,0.0,0.0
11901,1519423.0,6810574.0,15300523.0,0.0,0.0
158901,1037681.0,4695707.0,10549298.0,0.0,0.0
101847,161573.0,721003.0,1619794.0,0.0,0.0
123910,6071436.0,25428686.0,57127666.0,0.0,0.0
183901,75747.0,369274.0,829606.0,0.0,0.0
13901,1038062.0,4536678.0,10192026.0,0.0,0.0
39904,19064.0,80607.0,181091.0,0.0,0.0
91901,67352.0,270791.0,608354.0,0.0,0.0
8901,424372.0,1708587.0,3838483.0,0.0,0.0
14903,1171977.0,4950005.0,11120599.0,0.0,0.0
125902,107298.0,489142.0,1098899.0,0.0,0.0
66901,150936.0,573542.0,1288510.0,0.0,0.0
101870,141940.0,847674.0,1904371.0,0.0,0.0
152806,51473.0,190013.0,426881.0,0.0,0.0
15809,132159.0,548124.0,1231407.0,0.0,0.0
230901,184167.0,697286.0,1566511.0,0.0,0.0
187901,102194.0,431581.0,969582.0,0.0,0.0
114901,907457.0,4283433.0,9623089.0,0.0,0.0
193801,108254.0,439002.0,986254.0,0.0,0.0
220902,3966673.0,17368305.0,39019347.0,0.0,0.0
178902,220386.0,1155691.0,2596357.0,0.0,0.0
16902,142783.0,653153.0,1467363.0,0.0,0.0
116915,123958.0,604617.0,1358322.0,0.0,0.0
25904,42250.0,152099.0,341703.0,0.0,0.0
101875,17112.0,323307.0,726336.0,0.0,0.0
34909,49027.0,335303.0,753285.0,0.0,0.0
175902,144860.0,594509.0,1335614.0,0.0,0.0
235901,265776.0,1030607.0,2315345.0,0.0,0.0
43917,60047.0,294745.0,662170.0,0.0,0.0
72904,17699.0,82355.0,185017.0,12632.0,12633.0
109913,40097.0,165625.0,372090.0,0.0,0.0
123807,379310.0,2150386.0,4831021.0,0.0,0.0
130901,437941.0,1846973.0,4149379.0,813729.0,813729.0
116916,108480.0,482042.0,1082948.0,0.0,0.0
241901,145606.0,549728.0,1235010.0,0.0,0.0
74903,341178.0,1428858.0,3210048.0,0.0,0.0
148901,33881.0,140003.0,314529.0,0.0,0.0
17901,14027.0,55834.0,125436.0,0.0,0.0
117901,395252.0,1709001.0,3839414.0,0.0,0.0
161923,52283.0,238249.0,535247.0,0.0,0.0
185901,93836.0,338433.0,760319.0,0.0,0.0
169901,276381.0,1151762.0,2587529.0,0.0,0.0
249902,121772.0,457105.0,1026925.0,22114.0,22114.0
180901,367483.0,1640754.0,3686091.0,0.0,0.0
136901,121792.0,536236.0,1204698.0,0.0,0.0
160901,295801.0,1179846.0,2650623.0,0.0,0.0
8903,106697.0,400800.0,900431.0,0.0,0.0
213801,46444.0,191988.0,431317.0,0.0,0.0
21803,134384.0,552752.0,1241803.0,0.0,0.0
20905,2040576.0,9415415.0,21152516.0,0.0,0.0
215901,362928.0,1674321.0,3761502.0,0.0,0.0
198901,112002.0,474290.0,1065532.0,0.0,0.0
239901,809086.0,3414277.0,7670458.0,0.0,0.0
181901,216244.0,898283.0,2018067.0,4558.0,4559.0
249903,421663.0,1598933.0,3592137.0,0.0,0.0
203902,141984.0,629550.0,1414336.0,0.0,0.0
184909,47231.0,176919.0,397462.0,417674.0,417673.0
41901,47022.0,195994.0,440318.0,0.0,0.0
121902,80452.0,418823.0,940922.0,0.0,0.0
25908,26251.0,123978.0,278527.0,0.0,0.0
15830,693425.0,3795877.0,8527756.0,0.0,0.0
24901,807899.0,3656282.0,8214143.0,0.0,0.0
223901,493085.0,2317333.0,5206083.0,0.0,0.0
107902,580437.0,2534759.0,5694549.0,0.0,0.0
31901,19998459.0,82530144.0,185410858.0,0.0,0.0
25902,831822.0,3066992.0,6890254.0,0.0,0.0
161919,111510.0,519268.0,1166579.0,0.0,0.0
21902,4240566.0,18737098.0,42094455.0,0.0,0.0
119901,74018.0,301495.0,677333.0,0.0,0.0
166907,66035.0,254241.0,571174.0,0.0,0.0
186901,53244.0,242817.0,545509.0,0.0,0.0
145901,216798.0,953321.0,2141716.0,0.0,0.0
212902,260570.0,1139773.0,2560595.0,0.0,0.0
121903,220460.0,1131363.0,2541701.0,0.0,0.0
243901,456447.0,1835004.0,4122490.0,0.0,0.0
176901,67809.0,327163.0,734999.0,0.0,0.0
126902,876346.0,3799610.0,8536141.0,499668.0,499668.0
27903,494914.0,2202534.0,4948177.0,0.0,0.0
71801,215592.0,1037567.0,2330982.0,0.0,0.0
239903,54272.0,242326.0,544405.0,0.0,0.0
188904,82338.0,362942.0,815380.0,27677.0,27677.0
109902,39549.0,134460.0,302075.0,0.0,0.0
116901,182994.0,710932.0,1597169.0,0.0,0.0
178903,514323.0,1777472.0,3993240.0,0.0,0.0
26901,359419.0,1543828.0,3468337.0,0.0,0.0
29901,804256.0,3343928.0,7512413.0,0.0,0.0
49905,122356.0,711126.0,1597604.0,0.0,0.0
198902,135376.0,554135.0,1244911.0,0.0,0.0
166901,447441.0,2346196.0,5270926.0,0.0,0.0
116910,69718.0,337094.0,757309.0,0.0,0.0
106901,97611.0,415355.0,933130.0,0.0,0.0
234902,163424.0,689902.0,1549922.0,0.0,0.0
71907,1392279.0,5606373.0,12595184.0,0.0,0.0
191901,636421.0,2853592.0,6410834.0,388832.0,388832.0
201913,127586.0,473465.0,1063678.0,0.0,0.0
64903,940485.0,3974714.0,8929527.0,0.0,0.0
220919,125737.0,480431.0,1079329.0,1387478.0,1387478.0
57903,4103489.0,17001794.0,38195949.0,0.0,0.0
183902,435356.0,2030855.0,4562485.0,0.0,0.0
220917,956267.0,3566105.0,8011553.0,0.0,0.0
1902,91765.0,423034.0,950380.0,0.0,0.0
57904,1264255.0,5418575.0,12173280.0,0.0,0.0
227817,138785.0,596838.0,1340846.0,0.0,0.0
116902,121046.0,411546.0,924572.0,0.0,0.0
43903,139166.0,485898.0,1091610.0,481454.0,481454.0
210901,644749.0,2795229.0,6279715.0,0.0,0.0
133901,228401.0,823316.0,1849647.0,0.0,0.0
228904,28762.0,151828.0,341095.0,0.0,0.0
145902,116454.0,738295.0,1658641.0,0.0,0.0
174908,177129.0,754908.0,1695964.0,0.0,0.0
3907,267206.0,1161308.0,2608976.0,0.0,0.0
101905,1781921.0,7940724.0,17839499.0,0.0,0.0
103901,39562.0,168732.0,379071.0,0.0,0.0
220815,116912.0,532998.0,1197424.0,0.0,0.0
212909,683676.0,3031791.0,6811171.0,0.0,0.0
225906,150073.0,704323.0,1582320.0,0.0,0.0
7901,155848.0,656027.0,1473819.0,0.0,0.0
206903,68218.0,259220.0,582359.0,0.0,0.0
229906,46815.0,170035.0,381999.0,0.0,0.0
249904,101606.0,429105.0,964020.0,0.0,0.0
38901,239069.0,994186.0,2233523.0,0.0,0.0
99902,62226.0,270146.0,606906.0,0.0,0.0
73901,151935.0,630572.0,1416633.0,0.0,0.0
161920,151191.0,668026.0,1500776.0,163108.0,163109.0
174901,113403.0,489139.0,1098892.0,0.0,0.0
139905,290001.0,1224269.0,2750423.0,0.0,0.0
226901,48261.0,191724.0,430724.0,0.0,0.0
67902,181977.0,815550.0,1832202.0,0.0,0.0
243906,182862.0,781108.0,1754823.0,0.0,0.0
57841,228700.0,1193452.0,2681190.0,0.0,0.0
65901,128495.0,484702.0,1088923.0,0.0,0.0
194904,278913.0,1069116.0,2401859.0,0.0,0.0
6902,37063.0,160315.0,360162.0,0.0,0.0
84910,3530336.0,16259299.0,36527873.0,0.0,0.0
126903,1202720.0,5188966.0,11657445.0,0.0,0.0
146901,1124679.0,5199247.0,11680543.0,0.0,0.0
18901,191210.0,908691.0,2041450.0,0.0,0.0
71901,3750580.0,15637100.0,35130051.0,0.0,0.0
30902,251126.0,1075235.0,2415604.0,0.0,0.0
114902,96740.0,476856.0,1071297.0,0.0,0.0
204901,316012.0,1742241.0,3914090.0,0.0,0.0
42901,251162.0,1130314.0,2539344.0,0.0,0.0
21901,1417900.0,5738206.0,12891359.0,0.0,0.0
91902,47905.0,199570.0,448350.0,0.0,0.0
229901,69544.0,325499.0,731261.0,0.0,0.0
168901,197780.0,882655.0,1982958.0,0.0,0.0
20907,389120.0,1654804.0,3717656.0,0.0,0.0
45902,264491.0,1157780.0,2601049.0,0.0,0.0
46902,1659894.0,6873101.0,15440995.0,199462.0,199462.0
47901,271714.0,1144939.0,2572200.0,0.0,0.0
130902,285201.0,1157078.0,2599472.0,0.0,0.0
116903,443268.0,1763135.0,3961029.0,0.0,0.0
43918,168933.0,624939.0,1403977.0,643944.0,643944.0
112908,201500.0,759151.0,1705497.0,0.0,0.0
68802,21728.0,88737.0,199354.0,484882.0,484881.0
15838,478702.0,3202598.0,7194904.0,0.0,0.0
101842,13979.0,50324.0,113058.0,0.0,0.0
233903,34485.0,163911.0,368239.0,0.0,0.0
161921,715468.0,3307751.0,7431138.0,0.0,0.0
170902,6515711.0,28811173.0,64726706.0,0.0,0.0
147901,101562.0,458038.0,1029020.0,0.0,0.0
60902,184881.0,787008.0,1768080.0,0.0,0.0
57922,245887.0,850247.0,1910151.0,2682480.0,2682480.0
50910,1054000.0,4417749.0,9924842.0,0.0,0.0
178904,10414637.0,41568103.0,93386215.0,0.0,0.0
187904,354693.0,1336536.0,3002640.0,0.0,0.0
175903,1293598.0,5695367.0,12795116.0,0.0,0.0
95902,36374.0,146165.0,328371.0,0.0,0.0
142901,381228.0,1680546.0,3775487.0,0.0,0.0
246914,16666.0,115905.0,260391.0,0.0,0.0
109903,42018.0,149580.0,336043.0,0.0,0.0
129901,232025.0,1058922.0,2378957.0,1174685.0,1174685.0
52901,113114.0,477247.0,1072176.0,17902.0,17902.0
18908,24946.0,131068.0,294456.0,0.0,0.0
161901,43522.0,199122.0,447344.0,0.0,0.0
53001,154238.0,696949.0,1565753.0,0.0,0.0
113901,547732.0,2687072.0,6036732.0,0.0,0.0
101906,782765.0,3453581.0,7758759.0,0.0,0.0
54901,190830.0,856158.0,1923430.0,0.0,0.0
30901,70522.0,310035.0,696520.0,0.0,0.0
107904,93921.0,484505.0,1088480.0,0.0,0.0
184801,13692.0,58614.0,131682.0,33742.0,33741.0
78901,51160.0,234667.0,527200.0,0.0,0.0
220912,2674788.0,11145858.0,25040100.0,0.0,0.0
254901,1000925.0,4128590.0,9275223.0,0.0,0.0
62901,434616.0,1851223.0,4158927.0,0.0,0.0
55901,161719.0,614517.0,1380564.0,0.0,0.0
212801,208470.0,1197802.0,2690963.0,0.0,0.0
112905,74450.0,258024.0,579671.0,0.0,0.0
174902,121424.0,533506.0,1198565.0,0.0,0.0
101907,17688847.0,84261496.0,189300484.0,0.0,0.0
172902,367231.0,1727432.0,3880821.0,0.0,0.0
56901,204412.0,840240.0,1887669.0,0.0,0.0
57905,61983103.0,241732386.0,543071990.0,0.0,0.0
20910,74017.0,284511.0,639177.0,0.0,0.0
20904,40931.0,193772.0,435326.0,76138.0,76139.0
148905,23633.0,108775.0,244372.0,0.0,0.0
175904,124192.0,535166.0,1202296.0,0.0,0.0
58902,24757.0,142957.0,321165.0,0.0,0.0
146902,706040.0,3286867.0,7384222.0,0.0,0.0
47902,140281.0,587415.0,1319678.0,0.0,0.0
249905,258764.0,1133317.0,2546092.0,128676.0,128677.0
101908,1532198.0,7301039.0,16402395.0,0.0,0.0
19901,204315.0,897340.0,2015950.0,0.0,0.0
227910,2999501.0,10924365.0,24542499.0,0.0,0.0
115903,32800.0,118074.0,265263.0,0.0,0.0
91903,927767.0,3682024.0,8271974.0,0.0,0.0
61901,2668777.0,10112494.0,22718562.0,0.0,0.0
251901,191883.0,885809.0,1990044.0,0.0,0.0
57906,1709531.0,7109980.0,15973164.0,0.0,0.0
194905,103494.0,448602.0,1007821.0,0.0,0.0
146903,28509.0,107712.0,241985.0,0.0,0.0
163901,293335.0,1193499.0,2681295.0,0.0,0.0
81906,25661.0,122545.0,275307.0,0.0,0.0
176903,94891.0,461469.0,1036729.0,0.0,0.0
163902,46363.0,216798.0,487054.0,0.0,0.0
3905,441097.0,1952022.0,4385381.0,0.0,0.0
84901,1937167.0,8050972.0,18087181.0,0.0,0.0
82902,408611.0,1627525.0,3656372.0,0.0,0.0
144903,24322.0,95720.0,215043.0,0.0,0.0
35901,253588.0,1031997.0,2318468.0,0.0,0.0
74904,35104.0,139609.0,313643.0,0.0,0.0
108902,8387618.0,33685275.0,75676784.0,0.0,0.0
178801,89020.0,369515.0,830146.0,0.0,0.0
101856,250430.0,1203142.0,2702959.0,0.0,0.0
105904,246592.0,1079812.0,2425888.0,1303802.0,1303803.0
178905,94455.0,424935.0,954651.0,0.0,0.0
72902,355263.0,1535842.0,3450397.0,0.0,0.0
171901,651415.0,2619537.0,5885008.0,0.0,0.0
57907,2733643.0,11091724.0,24918485.0,0.0,0.0
220918,1448350.0,5879583.0,13208973.0,2351676.0,2351677.0
159901,4823885.0,20617391.0,46318691.0,0.0,0.0
227909,119266.0,527291.0,1184603.0,1304926.0,1304927.0
25909,207623.0,887503.0,1993850.0,0.0,0.0
241902,119570.0,493593.0,1108898.0,0.0,0.0
15911,1516967.0,6718690.0,15094097.0,0.0,0.0
36903,113787.0,384367.0,863513.0,153468.0,153468.0
220811,106973.0,385092.0,865142.0,0.0,0.0
67903,273127.0,1221509.0,2744223.0,0.0,0.0
68901,5623412.0,24897830.0,55935054.0,0.0,0.0
74905,48462.0,196927.0,442412.0,0.0,0.0
108903,3031505.0,12135751.0,27263977.0,0.0,0.0
48901,49818.0,197024.0,442630.0,0.0,0.0
15905,5154239.0,21096884.0,47395911.0,0.0,0.0
234903,104297.0,495160.0,1112419.0,0.0,0.0
108904,13130897.0,56593857.0,127142826.0,0.0,0.0
120901,280244.0,1180895.0,2652980.0,0.0,0.0
57833,83905.0,341377.0,766932.0,0.0,0.0
123805,139784.0,715754.0,1608001.0,0.0,0.0
241903,825491.0,3655533.0,8212461.0,0.0,0.0
71804,88353.0,388664.0,873167.0,0.0,0.0
71902,19977158.0,84894928.0,190723543.0,0.0,0.0
71810,82975.0,397900.0,893915.0,0.0,0.0
243902,101081.0,436108.0,979754.0,0.0,0.0
11902,772275.0,3157389.0,7093339.0,0.0,0.0
1903,192219.0,833717.0,1873016.0,0.0,0.0
102906,162743.0,733009.0,1646765.0,0.0,0.0
70903,1098537.0,5133205.0,11532174.0,0.0,0.0
49906,53941.0,238286.0,535330.0,0.0,0.0
72802,44218.0,174830.0,392771.0,0.0,0.0
101872,32300.0,492915.0,1107374.0,0.0,0.0
174910,69412.0,249877.0,561370.0,0.0,0.0
30906,92938.0,397238.0,892429.0,0.0,0.0
107905,403791.0,1731111.0,3889086.0,0.0,0.0
121906,45851.0,222953.0,500882.0,0.0,0.0
50901,42977.0,182378.0,409728.0,0.0,0.0
220904,1594591.0,5740381.0,12896246.0,0.0,0.0
57834,146428.0,606327.0,1362165.0,0.0,0.0
101811,230085.0,874302.0,1964191.0,0.0,0.0
108809,98082.0,515035.0,1157068.0,0.0,0.0
210906,30923.0,111321.0,250092.0,0.0,0.0
143906,15676.0,70466.0,158308.0,0.0,0.0
71903,1378345.0,5537337.0,12440089.0,0.0,0.0
81902,299964.0,1081366.0,2429379.0,0.0,0.0
128904,34302.0,154986.0,348189.0,0.0,0.0
60914,56696.0,229699.0,516038.0,0.0,0.0
43904,134101.0,620077.0,1393055.0,0.0,0.0
185902,63254.0,268910.0,604128.0,0.0,0.0
75906,16523.0,88359.0,198506.0,0.0,0.0
70905,352199.0,1699635.0,3818373.0,0.0,0.0
75901,86176.0,404071.0,907780.0,0.0,0.0
246902,89212.0,432209.0,970993.0,127916.0,127917.0
247901,492100.0,2335363.0,5246589.0,0.0,0.0
178914,804753.0,2896846.0,6508007.0,0.0,0.0
77901,277815.0,1062013.0,2385900.0,0.0,0.0
148902,18674.0,88900.0,199722.0,0.0,0.0
169910,23949.0,113449.0,254873.0,0.0,0.0
129902,446097.0,2035312.0,4572499.0,3244157.0,3244157.0
114904,54287.0,236301.0,530871.0,0.0,0.0
79907,9001382.0,42170127.0,94738712.0,0.0,0.0
186902,498288.0,2206601.0,4957313.0,0.0,0.0
220809,7778.0,34008.0,76403.0,147346.0,147345.0
220905,29311626.0,116461384.0,261640223.0,0.0,0.0
198903,156967.0,606053.0,1361550.0,0.0,0.0
1904,154738.0,754484.0,1695010.0,0.0,0.0
86901,465852.0,1924636.0,4323856.0,0.0,0.0
66903,216362.0,873302.0,1961947.0,0.0,0.0
152907,1014149.0,4220538.0,9481791.0,0.0,0.0
84911,145174.0,1281153.0,2878217.0,0.0,0.0
185903,175309.0,812333.0,1824973.0,0.0,0.0
43905,599164.0,2717058.0,6104097.0,18029070.0,18029070.0
175905,88335.0,332596.0,747205.0,0.0,0.0
234909,76645.0,403319.0,906091.0,0.0,0.0
122901,38745.0,174032.0,390977.0,0.0,0.0
115901,179516.0,662399.0,1488134.0,0.0,0.0
49901,709888.0,3738994.0,8399962.0,0.0,0.0
101910,5704357.0,26737866.0,60068849.0,0.0,0.0
84902,1741096.0,6989223.0,15701874.0,0.0,0.0
120902,83456.0,376742.0,846383.0,0.0,0.0
57909,12417459.0,49326903.0,110817007.0,0.0,0.0
184911,23617.0,96495.0,216785.0,0.0,0.0
174903,133283.0,576880.0,1296009.0,0.0,0.0
183904,61534.0,386192.0,867612.0,0.0,0.0
50902,444277.0,1698486.0,3815791.0,0.0,0.0
57831,229036.0,956122.0,2148007.0,0.0,0.0
166902,40520.0,202012.0,453837.0,0.0,0.0
15802,279926.0,1225015.0,2752097.0,0.0,0.0
101804,343930.0,1749722.0,3930898.0,0.0,0.0
149901,215132.0,960048.0,2156827.0,0.0,0.0
246904,917471.0,3671659.0,8248688.0,2469372.0,2469373.0
161925,49669.0,263029.0,590916.0,0.0,0.0
144901,288538.0,1242146.0,2790584.0,0.0,0.0
230902,505968.0,2210062.0,4965089.0,0.0,0.0
92901,402027.0,1880567.0,4224851.0,0.0,0.0
87901,20961.0,100495.0,225770.0,0.0,0.0
213901,187591.0,777044.0,1745695.0,0.0,0.0
126911,187610.0,870422.0,1955476.0,294230.0,294231.0
169906,25108.0,128108.0,287805.0,0.0,0.0
57835,488004.0,2092139.0,4700165.0,0.0,0.0
167901,187799.0,663565.0,1490754.0,0.0,0.0
88902,231922.0,1006048.0,2260171.0,0.0,0.0
89901,640105.0,2770316.0,6223745.0,0.0,0.0
187903,108110.0,389189.0,874345.0,0.0,0.0
246802,10338.0,55644.0,125008.0,143388.0,143389.0
101911,4521680.0,20648312.0,46388157.0,0.0,0.0
182901,27457.0,133451.0,299808.0,0.0,0.0
67904,55480.0,209052.0,469654.0,0.0,0.0
156905,54146.0,227657.0,511451.0,0.0,0.0
182902,51131.0,225666.0,506977.0,0.0,0.0
252901,396059.0,1680306.0,3774947.0,0.0,0.0
111901,1095860.0,4680925.0,10516088.0,0.0,0.0
57910,5834590.0,23661010.0,53156435.0,0.0,0.0
234904,301226.0,1124700.0,2526733.0,0.0,0.0
238904,31093.0,108905.0,244664.0,0.0,0.0
126904,133361.0,567832.0,1275681.0,0.0,0.0
246905,52719.0,198049.0,444934.0,0.0,0.0
226907,278817.0,1309484.0,2941866.0,0.0,0.0
113902,145143.0,751580.0,1688487.0,0.0,0.0
220906,1188846.0,4067788.0,9138625.0,0.0,0.0
15835,198148.0,1132292.0,2543788.0,1233376.0,1233376.0
116905,1298331.0,5405593.0,12144117.0,0.0,0.0
165902,176448.0,1258051.0,2826316.0,0.0,0.0
205902,545376.0,2271420.0,5102934.0,0.0,0.0
147902,361723.0,1670318.0,3752509.0,0.0,0.0
33901,17777.0,93227.0,209443.0,0.0,0.0
228901,237717.0,971789.0,2183206.0,0.0,0.0
98901,31259.0,114572.0,257396.0,0.0,0.0
91917,48147.0,193478.0,434665.0,129621.0,129621.0
47903,49483.0,208053.0,467409.0,0.0,0.0
95903,129280.0,627685.0,1410148.0,0.0,0.0
143901,149402.0,681515.0,1531080.0,0.0,0.0
161924,26484.0,103997.0,233637.0,0.0,0.0
102904,657599.0,4093610.0,9196636.0,6053676.0,6053675.0
97902,142983.0,702632.0,1578522.0,0.0,0.0
127903,141876.0,591970.0,1329909.0,0.0,0.0
123914,150401.0,632019.0,1419884.0,0.0,0.0
219901,38091.0,153967.0,345899.0,0.0,0.0
146904,248412.0,1317834.0,2960625.0,0.0,0.0
100905,187095.0,740948.0,1664601.0,0.0,0.0
15904,3993370.0,17240598.0,38732442.0,0.0,0.0
102905,83983.0,440262.0,989084.0,0.0,0.0
31903,6992788.0,29255551.0,65725039.0,0.0,0.0
230905,130484.0,668166.0,1501091.0,0.0,0.0
101858,1114329.0,5611699.0,12607150.0,0.0,0.0
101862,698377.0,3354687.0,7536584.0,0.0,0.0
71806,976851.0,4547908.0,10217256.0,0.0,0.0
15828,1388847.0,6557773.0,14732584.0,0.0,0.0
161807,2131984.0,8704132.0,19554559.0,0.0,0.0
101846,1277568.0,5872676.0,13193457.0,0.0,0.0
227816,884315.0,3852584.0,8655151.0,0.0,0.0
86902,58821.0,235255.0,528521.0,0.0,0.0
35902,102856.0,399758.0,898089.0,0.0,0.0
103902,19408.0,85465.0,192005.0,0.0,0.0
225907,126861.0,556394.0,1249986.0,0.0,0.0
104901,169170.0,711600.0,1598670.0,0.0,0.0
250902,206312.0,858751.0,1929255.0,0.0,0.0
127904,119129.0,480522.0,1079532.0,0.0,0.0
105906,1838927.0,7749327.0,17409510.0,0.0,0.0
198905,381114.0,1448198.0,3253497.0,0.0,0.0
65902,35939.0,158080.0,355140.0,0.0,0.0
202903,294717.0,1125906.0,2529443.0,0.0,0.0
237902,494401.0,2111906.0,4744574.0,0.0,0.0
201902,631134.0,2513515.0,5646821.0,0.0,0.0
39902,115276.0,461900.0,1037698.0,0.0,0.0
15833,28.0,118.0,266516.0,0.0,0.0
59901,953585.0,3938734.0,8848695.0,0.0,0.0
15815,127072.0,601726.0,1351829.0,0.0,0.0
208901,42467.0,151220.0,339729.0,0.0,0.0
97903,127239.0,480395.0,1079247.0,0.0,0.0
108905,1471209.0,5884859.0,13220826.0,0.0,0.0
84903,24204.0,82953.0,186360.0,0.0,0.0
220819,75976.0,513818.0,1154336.0,225776.0,225777.0
177905,32320.0,138891.0,312029.0,0.0,0.0
188903,170438.0,884015.0,1986013.0,0.0,0.0
109904,517148.0,1862330.0,4183879.0,0.0,0.0
84908,412839.0,1674087.0,3760977.0,0.0,0.0
14905,101579.0,411609.0,924715.0,0.0,0.0
5902,48727.0,235102.0,528176.0,89766.0,89767.0
163904,394472.0,1433826.0,3221211.0,0.0,0.0
74907,128169.0,621437.0,1396110.0,0.0,0.0
19902,181891.0,863135.0,1939104.0,0.0,0.0
108802,377263.0,1591435.0,3575292.0,0.0,0.0
101878,12866.0,66476.0,149345.0,0.0,0.0
101828,901198.0,4226723.0,9495686.0,0.0,0.0
101821,71418.0,291694.0,655316.0,0.0,0.0
101912,81977178.0,358195503.0,804716108.0,0.0,0.0
91905,184460.0,750731.0,1686580.0,0.0,0.0
109905,66196.0,277039.0,622392.0,0.0,0.0
19913,24910.0,128753.0,289254.0,0.0,0.0
72908,21638.0,103021.0,231445.0,0.0,0.0
3902,454383.0,1932285.0,4341039.0,0.0,0.0
101925,334055.0,1453718.0,3265898.0,0.0,0.0
34903,295518.0,1259424.0,2829401.0,0.0,0.0
146905,55927.0,243903.0,547948.0,0.0,0.0
101913,3262418.0,15564399.0,34966721.0,953330.0,953329.0
133902,48478.0,187093.0,420320.0,0.0,0.0
3904,393227.0,1459181.0,3278171.0,0.0,0.0
236902,1295947.0,6256993.0,14056858.0,0.0,0.0
220916,3361810.0,13660185.0,30688746.0,0.0,0.0
246906,288032.0,1258221.0,2826699.0,2841026.0,2841025.0
152910,71346.0,280735.0,630694.0,0.0,0.0
108807,13052539.0,69926425.0,157095552.0,0.0,0.0
120905,97282.0,441779.0,992492.0,0.0,0.0
205903,317932.0,1471413.0,3305653.0,0.0,0.0
